3010001,밥
3010002,국
3010003,조림
3010004,구이
3010005,튀김/커틀릿
3010006,찜
3010007,나물/생채/샐러드
3010008,밑반찬/김치
3010009,양식
3010010,도시락/간식
3010012,양념장
3010013,떡/한과
3010014,빵/과자
3010015,음료
3010016,만두/면류
3010017,찌개/전골/스튜
3010018,부침
3010019,그라탕/리조또
3010020,샌드위치/햄버거
3010021,피자
3010022,볶음
